title,category,price_gbp,rating,availability,upc,scraped_at
How to Be Miserable: 40 Strategies You Already Use,Self Help,46.03,1,16,a6f99b9e687f9d46,2026-03-31 17:00:33
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Self Help,52.15,3,14,8ecf0356a3878811,2026-03-31 17:00:33
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Self Help,12.08,3,7,88ec621893e595d0,2026-03-31 17:00:33
How to Stop Worrying and Start Living,Self Help,46.49,5,6,e792c0969cefe1b8,2026-03-31 17:00:33
All the Light We Cannot See,Historical,29.87,5,14,39861fc1c0845d15,2026-03-31 17:00:33
The Girl You Left Behind (The Girl You Left Behind #1),Historical,15.79,1,6,eb7459e0c570251d,2026-03-31 17:00:33
(Un)Qualified: How God Uses Broken People to Do Big Things,Christian,54.0,5,16,e4ac92d89b946781,2026-03-31 17:00:33
Crazy Love: Overwhelmed by a Relentless God,Christian,47.72,2,14,4b9d9cfe0f435788,2026-03-31 17:00:33
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Christian,25.77,1,7,a322361a37a78d3d,2026-03-31 17:00:33
Silence in the Dark (Logan Point #4),Suspense,58.33,3,8,e46a164cf310fd7d,2026-03-31 17:00:33
The Grownup,Short Stories,35.88,1,8,1bba4b1ba23ed2d6,2026-03-31 17:00:33
Suzie Snowflake: One beautiful flake (a self-esteem story),Novels,54.81,5,9,0e095ed785af7e43,2026-03-31 17:00:33
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Health,49.05,3,16,43c6a960757cf559,2026-03-31 17:00:33
"Eat Fat, Get Thin",Health,54.07,2,14,047dfa57ba0bf638,2026-03-31 17:00:33
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Health,49.71,5,10,96aa539bfd4c07e2,2026-03-31 17:00:33
The Art and Science of Low Carbohydrate Living,Health,52.98,5,9,f9c87ccb2bc4853b,2026-03-31 17:00:33
Libertarianism for Beginners,Politics,51.33,2,19,a18a4f574854aced,2026-03-31 17:00:33
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,Politics,52.65,4,14,2b5054a4192e9b06,2026-03-31 17:00:33
Equal Is Unfair: America's Misguided Fight Against Income Inequality,Politics,56.86,1,12,3968e3fbf4695d7c,2026-03-31 17:00:33
Amid the Chaos,Cultural,36.58,1,15,bb8245f52c7cce8f,2026-03-31 17:00:33
Dark Notes,Erotica,19.19,5,15,88c21fcd38e2486e,2026-03-31 17:00:33
The Long Shadow of Small Ghosts: Murder and Memory in an American City,Crime,10.97,1,15,abeafe151a587d3b,2026-03-31 17:00:33
